pic_number,delta_azimuth_gt,delta_elevation_gt,delta_azimuth_pred,delta_elevation_pred,error_az,error_el
48,-1.3000000000000025,0.1500000000000163,-0.1574283987283706,0.0538655892014503,1.1425716012716318,-0.096134410798566
49,0.0499999999999971,-0.549999999999983,0.8023606538772583,-0.2400445342063903,0.7523606538772611,0.3099554657935927
50,-0.9000000000000021,0.5500000000000167,-0.4167837798595428,0.1428827047348022,0.48321622014045934,-0.4071172952652145
51,0.3499999999999978,0.1000000000000174,0.5007730722427368,-0.1554880440235138,0.150773072242739,-0.2554880440235312
52,-1.650000000000002,0.9000000000000181,-0.2931552827358246,0.1001456752419471,1.3568447172641773,-0.7998543247580711
53,-0.5000000000000018,-0.7999999999999812,0.7120357751846313,-0.2170721292495727,1.2120357751846331,0.5829278707504084
54,-0.6000000000000014,-0.0999999999999818,0.1693234294652938,-0.0479756630957126,0.7693234294652952,0.0520243369042692
55,1.3499999999999996,-0.7999999999999812,0.8172949552536011,-0.2443704307079315,-0.5327050447463986,0.5556295692920497
56,-1.1500000000000004,0.5000000000000195,-0.3424549996852875,0.1170550212264061,0.8075450003147129,-0.38294497877361344
57,-0.7000000000000011,0.3000000000000202,-0.36140176653862,0.1236801967024803,0.33859823346138107,-0.17631980329753988
58,-0.450000000000001,-0.6999999999999797,0.7677900195121765,-0.2313946485519409,1.2177900195121776,0.46860535144803883
59,-0.5500000000000007,0.4000000000000199,-0.4014013707637787,0.1376377046108245,0.14859862923622202,-0.2623622953891954
60,-1.4000000000000004,0.7000000000000188,-0.3266004920005798,0.1118688657879829,1.0733995079994205,-0.5881311342120359
61,-0.5,-0.2999999999999811,0.5022596120834351,-0.1489247679710388,1.002259612083435,0.15107523202894232
62,1.0,0.4000000000000181,0.6838080883026123,-0.2102720886468887,-0.3161919116973877,-0.6102720886469069
63,0.6500000000000004,0.2000000000000188,0.6834812760353088,-0.2103759348392486,0.03348127603530848,-0.4103759348392674
64,-1.5999999999999996,0.7000000000000188,-0.3356690108776092,0.1148451939225196,1.2643309891223904,-0.5851548060774993
65,-0.0999999999999996,1.1000000000000192,-0.3634905517101288,0.1244666948914527,-0.2634905517101292,-0.9755333051085665
66,-0.5999999999999996,-0.5999999999999801,0.7233856320381165,-0.2200387418270111,1.323385632038116,0.379961258172969
67,-0.3000000000000007,0.5500000000000203,-0.3951001167297363,0.135282427072525,-0.09510011672973556,-0.4147175729274952
68,0.6999999999999993,0.1500000000000216,0.6885383725166321,-0.2116276323795318,-0.01146162748336721,-0.3616276323795534
69,1.299999999999999,-0.649999999999979,0.7990299463272095,-0.2398523092269897,-0.5009700536727895,0.41014769077298935
70,-1.0500000000000007,0.2500000000000213,-0.18430857360363,0.0629349574446678,0.8656914263963706,-0.1870650425553535
71,-1.1500000000000004,0.7000000000000206,-0.3503790497779846,0.1201759800314903,0.7996209502220157,-0.5798240199685303
72,-0.4000000000000003,0.1000000000000209,-0.1211583465337753,0.0413049831986427,0.278841653466225,-0.0586950168013782
73,-0.5,0.600000000000021,-0.3934322893619537,0.1347382068634033,0.10656771063804632,-0.46526179313661764
74,-1.25,2.131628207280301e-14,-0.1234142631292343,0.0422336533665657,1.1265857368707657,0.04223365336654438
75,0.1500000000000003,-0.4999999999999787,0.8026240468025208,-0.2403342127799987,0.6526240468025204,0.25966578721998
76,0.1500000000000003,0.9000000000000217,-0.2746607661247253,0.0941787734627723,-0.4246607661247256,-0.8058212265372494
77,1.1500000000000004,0.050000000000022,0.7683888673782349,-0.2314789295196533,-0.3816111326217655,-0.2814789295196753
78,-0.9499999999999992,0.550000000000022,-0.4067447781562805,0.1394692659378051,0.5432552218437187,-0.41053073406221696
79,0.5000000000000018,0.1500000000000234,0.6087908148765564,-0.1891784518957138,0.10879081487655462,-0.3391784518957372
80,-1.2499999999999982,0.4000000000000234,-0.3175248801708221,0.1086932644248008,0.9324751198291761,-0.2913067355752226
81,0.6000000000000014,0.9000000000000234,0.3860613405704498,-0.1192647367715835,-0.21393865942955165,-1.019264736771607
82,-0.6499999999999986,0.4000000000000234,-0.3819558620452881,0.1307719349861145,0.2680441379547105,-0.2692280650139089
83,1.450000000000001,-0.5999999999999766,0.8444793820381165,-0.2510054111480713,-0.6055206179618846,0.34899458885190526
84,-1.049999999999999,0.4000000000000234,-0.3483981192111969,0.1192359253764152,0.701601880788802,-0.2807640746236082
85,0.1000000000000014,0.1000000000000245,-0.1217783987522125,0.0416273102164268,-0.2217783987522139,-0.0583726897835977
86,0.200000000000001,-0.3499999999999748,0.6932331323623657,-0.2094230055809021,0.4932331323623647,0.14057699441907268
87,0.3000000000000007,2.4868995751603507e-14,0.5162920355796814,-0.1600271314382553,0.21629203557968069,-0.16002713143828018
88,-0.4499999999999993,0.3500000000000245,-0.3804726898670196,0.1305651068687439,0.06952731013297969,-0.21943489313128062
89,0.75,0.1500000000000252,0.6947135329246521,-0.2131871879100799,-0.0552864670753479,-0.36318718791010507
90,1.0,-0.8499999999999748,0.7813614010810852,-0.2355390191078186,-0.2186385989189148,0.6144609808921562
91,-0.1499999999999985,-0.3999999999999755,0.7762120366096497,-0.2330949306488037,0.9262120366096481,0.16690506935117178
92,-1.3499999999999996,2.4868995751603507e-14,-0.1156413555145263,0.0392937287688255,1.2343586444854733,0.039293728768800634
93,-0.3499999999999996,0.6000000000000245,-0.3927497565746307,0.1344825029373169,-0.04274975657463109,-0.4655174970627076
94,0.5000000000000018,0.2000000000000241,0.5770521759986877,-0.1792996525764465,0.07705217599868597,-0.3792996525764706
95,0.9000000000000004,0.5500000000000238,0.6213191747665405,-0.1920819878578186,-0.27868082523345983,-0.7420819878578424
96,0.5,0.2000000000000241,0.5888894200325012,-0.1829597055912017,0.08888942003250122,-0.38295970559122583
97,-0.5,1.2000000000000242,-0.2960351705551147,0.1010488495230674,0.2039648294448853,-1.0989511504769567
98,-0.0999999999999996,0.7000000000000242,-0.4117793142795563,0.1416219174861908,-0.3117793142795567,-0.5583780825138334
99,-0.7999999999999989,-0.1499999999999755,0.136292353272438,-0.037273034453392,0.936292353272437,0.11272696554658349
100,0.7500000000000018,-0.8999999999999755,0.7531328201293945,-0.2283998429775238,0.003132820129392755,0.6716001570224517
