pic_number,delta_azimuth_gt,delta_elevation_gt,delta_azimuth_pred,delta_elevation_pred,error_az,error_el
62,1.0,0.4000000000000181,0.7425262331962585,-0.2282702624797821,-0.25747376680374146,-0.6282702624798002
63,0.6500000000000004,0.2000000000000188,0.703073263168335,-0.2185295522212982,0.053073263168334606,-0.418529552221317
64,-1.5999999999999996,0.7000000000000188,-0.3617128133773803,0.1242658272385597,1.2382871866226193,-0.5757341727614591
65,-0.0999999999999996,1.1000000000000192,-0.3294447362422943,0.1134195551276207,-0.22944473624229472,-0.9865804448723985
66,-0.5999999999999996,-0.5999999999999801,0.0737864300608635,-0.0223477333784103,0.6737864300608631,0.5776522666215698
67,-0.3000000000000007,0.5500000000000203,-0.3970269858837127,0.1364186406135559,-0.097026985883712,-0.41358135938646434
68,0.6999999999999993,0.1500000000000216,0.7130663990974426,-0.2210140377283096,0.013066399097443337,-0.3710140377283312
69,1.299999999999999,-0.649999999999979,0.8240572214126587,-0.2489880323410034,-0.47594277858734024,0.4010119676589756
70,-1.0500000000000007,0.2500000000000213,-0.3388332724571228,0.1159142330288887,0.7111667275428779,-0.13408576697113261
71,-1.1500000000000004,0.7000000000000206,-0.4450153708457947,0.1532251238822937,0.7049846291542057,-0.5467748761177269
72,-0.4000000000000003,0.1000000000000209,0.0577621348202228,-0.0153998434543609,0.4577621348202231,-0.11539984345438181
73,-0.5,0.600000000000021,-0.4016300141811371,0.1378639936447143,0.09836998581886292,-0.46213600635530666
74,-1.25,2.131628207280301e-14,-0.3054338097572326,0.1052808389067649,0.9445661902427673,0.10528083890674358
75,0.1500000000000003,-0.4999999999999787,0.6549049019813538,-0.2024397403001785,0.5049049019813534,0.29756025969980016
76,0.1500000000000003,0.9000000000000217,0.0686687678098678,-0.0216278210282325,-0.0813312321901325,-0.9216278210282541
77,1.1500000000000004,0.050000000000022,0.8246606588363647,-0.2483375966548919,-0.3253393411636356,-0.2983375966549139
78,-0.9499999999999992,0.550000000000022,-0.4431058168411255,0.1522483229637146,0.5068941831588737,-0.3977516770363074
79,0.5000000000000018,0.1500000000000234,0.7387940883636475,-0.2276478260755539,0.23879408836364568,-0.3776478260755773
80,-1.2499999999999982,0.4000000000000234,-0.2732244431972503,0.0932497754693031,0.9767755568027479,-0.3067502245307203
81,0.6000000000000014,0.9000000000000234,0.6234400272369385,-0.1937749981880188,0.023440027236937055,-1.0937749981880422
82,-0.6499999999999986,0.4000000000000234,-0.3060600161552429,0.1047308221459388,0.34393998384475566,-0.2952691778540846
83,1.450000000000001,-0.5999999999999766,0.9031493067741394,-0.2681483328342438,-0.5468506932258617,0.3318516671657328
84,-1.049999999999999,0.4000000000000234,-0.3158418834209442,0.1080377027392387,0.7341581165790547,-0.2919622972607847
85,0.1000000000000014,0.1000000000000245,0.5897831320762634,-0.1842005252838134,0.489783132076262,-0.2842005252838379
86,0.200000000000001,-0.3499999999999748,0.6918700337409973,-0.2143841087818145,0.4918700337409963,0.13561589121816028
87,0.3000000000000007,2.4868995751603507e-14,0.5858534574508667,-0.1814472377300262,0.285853457450866,-0.18144723773005106
88,-0.4499999999999993,0.3500000000000245,-0.2524591982364654,0.0864113792777061,0.1975408017635339,-0.2635886207223184
89,0.75,0.1500000000000252,0.7839354872703552,-0.2387837469577789,0.033935487270355225,-0.3887837469578041
90,1.0,-0.8499999999999748,0.8214675188064575,-0.2483958601951599,-0.17853248119354248,0.6016041398048149
91,-0.1499999999999985,-0.3999999999999755,0.4874381422996521,-0.1488255560398101,0.6374381422996506,0.2511744439601654
92,-1.3499999999999996,2.4868995751603507e-14,-0.3080837726593017,0.1061636433005333,1.0419162273406979,0.10616364330050843
93,-0.3499999999999996,0.6000000000000245,-0.3179132044315338,0.1090515479445457,0.032086795568465776,-0.4909484520554788
94,0.5000000000000018,0.2000000000000241,0.7362592220306396,-0.2269964963197708,0.23625922203063787,-0.4269964963197949
95,0.9000000000000004,0.5500000000000238,0.7534737586975098,-0.2310337424278259,-0.1465262413024906,-0.7810337424278497
96,0.5,0.2000000000000241,0.736760139465332,-0.2271335124969482,0.23676013946533203,-0.4271335124969723
97,-0.5,1.2000000000000242,-0.3929761350154876,0.1354967355728149,0.10702386498451238,-1.0645032644272092
98,-0.0999999999999996,0.7000000000000242,-0.1719663143157959,0.0588398948311805,-0.0719663143157963,-0.6411601051688437
99,-0.7999999999999989,-0.1499999999999755,-0.2136852741241455,0.0736686959862709,0.5863147258758534,0.2236686959862464
100,0.7500000000000018,-0.8999999999999755,0.7883734703063965,-0.2402914762496948,0.03837347030639471,0.6597085237502807
